@relation out.arff_feaSele

@attribute Fea0 numeric
@attribute Fea1 numeric
@attribute Fea2 numeric
@attribute Fea3 numeric
@attribute Fea4 numeric
@attribute Fea5 numeric
@attribute Fea6 numeric
@attribute Fea7 numeric
@attribute Fea8 numeric
@ATTRIBUTE class {0,1} 

@data
0.6877193,0.6730769,0.63958335,0.6153846,0.6416667,0.7380953,0.52380955,0.5444444,0.71428573,1
0.43859652,0.44505495,0.43958333,0.51692307,0.5,0.52380955,0.61904764,0.5777778,0.55714285,1
0.4982456,0.5192308,0.43541664,0.51076925,0.5125,0.5714286,0.54761904,0.5555555,0.5714286,1
0.5964912,0.5576923,0.5541667,0.5569231,0.5791667,0.6190476,0.5,0.5444444,0.55714285,1
0.50526315,0.47252744,0.54791665,0.47692305,0.48333335,0.5357143,0.6190476,0.64444447,0.54285717,1
0.65964913,0.62637365,0.6291667,0.5692308,0.5375,0.5595238,0.52380955,0.4888889,0.5142857,1
0.5859649,0.6456043,0.5916667,0.74461544,0.7208333,0.5833333,0.64285713,0.6555556,0.59999996,1
0.46666667,0.46428567,0.4541667,0.5415385,0.48333335,0.54761904,0.64285713,0.5888889,0.5285715,1
0.7754386,0.74725276,0.7375,0.7415384,0.675,0.6309524,0.54761904,0.56666666,0.5285714,1
0.677193,0.66208786,0.64166665,0.64,0.7291667,0.75,0.5,0.53333336,0.74285716,1
0.69824564,0.6675824,0.6125001,0.61846155,0.6875,0.61904764,0.7619047,0.6777778,0.5714286,1
0.54385966,0.5796703,0.48541668,0.5353846,0.50416666,0.5,0.52380955,0.56666666,0.5,1
0.55438596,0.5082418,0.5208333,0.47076923,0.5083333,0.54761904,0.54761904,0.54444444,0.55714285,1
0.50877196,0.47252744,0.44166666,0.49538463,0.50416666,0.5357143,0.40476194,0.4222222,0.4571429,1
0.4105263,0.4395604,0.4166667,0.47076923,0.48333332,0.6190476,0.54761904,0.5,0.5714286,1
0.70877194,0.70329666,0.7375001,0.73230773,0.6666667,0.6666667,0.6904761,0.6666667,0.62857145,1
0.46315786,0.49999997,0.4625,0.46769232,0.47916666,0.5,0.4761905,0.45555556,0.5,1
0.76491237,0.74450547,0.72291666,0.7353846,0.7041667,0.53571427,0.71428573,0.7222222,0.5285714,1
0.6385965,0.60989004,0.5979166,0.59076923,0.55,0.79761904,0.6666667,0.6111111,0.7428571,1
0.46315792,0.49175826,0.44583336,0.49846154,0.5625,0.5952381,0.5,0.46666667,0.55714285,1
0.49824557,0.46978018,0.45208335,0.5046154,0.5083333,0.5952381,0.71428573,0.76666665,0.61428577,1
0.45964912,0.49725273,0.46041673,0.5353846,0.59583336,0.5714286,0.5714286,0.54444444,0.45714286,1
0.5122807,0.49999997,0.47291672,0.5661539,0.59999996,0.53571427,0.5714286,0.5444444,0.5857143,1
0.67368424,0.63461536,0.5708333,0.5938462,0.56666666,0.6190476,0.6190476,0.5555555,0.47142857,1
0.51578945,0.5467033,0.5625,0.51692307,0.48750004,0.52380955,0.42857143,0.42222223,0.54285717,1
0.51929826,0.5054945,0.5375,0.46153846,0.48749998,0.5357143,0.4761905,0.42222223,0.4714286,1
0.5122807,0.54395604,0.4916667,0.56,0.57916665,0.5595238,0.5238095,0.5111111,0.5714286,1
0.6666667,0.6483516,0.7062501,0.6307692,0.62083334,0.69047624,0.5952381,0.56666666,0.58571434,1
0.48421052,0.47252744,0.4666667,0.51692307,0.5125,0.60714287,0.5714286,0.48888886,0.55714285,1
0.45614037,0.48076922,0.4791667,0.49230766,0.475,0.5714286,0.5952381,0.6,0.5142857,1
0.56842107,0.62637365,0.54791665,0.61230767,0.6541667,0.54761904,0.5714286,0.6,0.5142857,1
0.6070175,0.57967037,0.5833334,0.5476923,0.5541667,0.5595238,0.5,0.4777778,0.4571429,1
0.7017544,0.6785714,0.7166667,0.6307692,0.6375,0.64285713,0.5714286,0.4888889,0.5714286,1
0.47017542,0.50274724,0.44583336,0.58153844,0.57916665,0.5714286,0.64285713,0.6666667,0.6,1
0.5859649,0.55494505,0.5645833,0.51692307,0.47916666,0.53571427,0.47619048,0.48888886,0.4571429,1
0.6,0.565934,0.5625,0.5353846,0.48333332,0.5119048,0.52380955,0.47777778,0.4714286,1
0.6210527,0.59340656,0.63958335,0.5876923,0.53749996,0.6666667,0.4761905,0.4333333,0.61428577,1
0.6350877,0.62637365,0.6500001,0.59076923,0.5791667,0.7142857,0.54761904,0.54444444,0.55714285,1
0.5403509,0.5274725,0.5229167,0.58153844,0.56666666,0.5357143,0.64285713,0.64444447,0.51428574,1
0.65263164,0.60989004,0.58125,0.5723077,0.5125,0.48809525,0.5714286,0.5222222,0.5285715,1
0.722807,0.7087912,0.7270834,0.72923076,0.6666667,0.8095238,0.4761905,0.4777778,0.6714286,1
0.51929826,0.57417583,0.52708334,0.5815385,0.575,0.60714287,0.5714286,0.54444444,0.5285714,1
0.48421055,0.5054945,0.48749998,0.44615385,0.43333337,0.54761904,0.54761904,0.56666666,0.59999996,1
0.56842107,0.5412088,0.5979167,0.55692303,0.5416667,0.6190476,0.5,0.45555556,0.5857143,1
0.47017545,0.48351648,0.41041666,0.41230774,0.47916666,0.5595238,0.52380955,0.48888886,0.54285717,1
0.45614037,0.45054942,0.51875,0.47692305,0.4666667,0.47619048,0.5,0.48888886,0.4857143,1
0.45614037,0.43956044,0.51875,0.47692305,0.49166664,0.48809525,0.7619048,0.7111111,0.48571426,1
0.46666664,0.4587912,0.50625,0.49846154,0.48749998,0.54761904,0.5238095,0.5111111,0.48571426,1
0.49824563,0.5274725,0.43958336,0.48000002,0.5,0.54761904,0.5238095,0.45555553,0.5142857,1
0.5122807,0.521978,0.44375,0.51076925,0.50416666,0.6190476,0.52380955,0.4888889,0.5714286,1
